id,receipt_id,issue_date,organization_id,user_id,tax_base_basic,tax_base_reduced,total_price,free_tax_amount,vat_amount_basic,vat_amount_reduced,vat_rate_basic,vat_rate_reduced
177,O-2B18187EF4A7474298187EF4A7B7426E,18.08.2023 16:18:46,49,12,59.29,0,71.15,0,11.86,0,20,10
178,O-08A4048FF15E42B3A4048FF15E42B393,18.10.2023 10:43:13,19,7,6.07,,7.29,,1.22,,20,
179,O-37225A59FFCC4B7CA25A59FFCC9B7C04,12.09.2023 21:42:37,71,2,0,82.36,90.6,0,0,8.24,20,10
180,O-D24116843E4640B38116843E46C0B3C5,12.09.2023 10:20:38,20,3,,15.4,16.94,,,1.54,,10
181,O-D355E0FAD7BB47B695E0FAD7BBB7B64B,26.03.2023 14:48:29,72,17,,6.82,7.5,,,0.68,,10
182,O-CBDFB07C69E3430C9FB07C69E3E30CA2,17.11.2023 11:09:31,73,5,72.12,0,86.54,0,14.42,0,20,10
183,O-18E95DC58D6944C3A95DC58D69D4C3B2,18.10.2023 11:32:21,74,17,1.33,23.55,27.5,,0.27,2.35,20,10
184,O-3F1B5608409C41559B5608409CF15545,18.11.2023 08:50:20,38,17,44.4,0,53.3,0,8.88,0,20,10
185,O-A3B59F1F799942E4B59F1F7999B2E46B,13.11.2023 10:16:48,10,17,2.65,,3.18,,0.53,,20,
186,O-F33AAFEC92124379BAAFEC921273790E,03.10.2023 16:10:46,10,2,1.32,,1.6,,0.27,,20,
187,O-0B1A51BE8C8341D79A51BE8C8371D734,18.10.2023 13:41:38,16,2,33.33,0,40,0,6.67,0,20,10
188,O-BA7A07236433413DBA07236433113D20,19.09.2023 12:20:30,5,5,1.9,0,2.28,0,0.38,0,20,10
189,O-44A13AFF9C144307A13AFF9C14C30727,29.09.2023 15:13:13,37,1,7.84,4.12,13.94,0,1.57,0.41,20,10
190,O-F611DE2C0FBD451691DE2C0FBD75163F,17.10.2023 16:46:30,54,1,6.71,,8.05,,1.34,,20,
191,O-FB52E52C1A3C447892E52C1A3C74784E,04.09.2023 11:30:54,75,19,16.67,0,20,0,3.33,0,20,10
192,O-4C12E5DC75EF4E6792E5DC75EF4E67D1,01.08.2023 11:46:20,16,2,14.96,0,17.95,0,2.99,0,20,10
193,O-88D4280D74654E6294280D7465CE6244,27.06.2023 17:37:23,24,12,50.39,,60.47,,10.08,,20,
194,O-270D9BF87DA74E8B8D9BF87DA7EE8B3A,04.09.2023 15:39:30,5,6,32.48,0,38.98,0,6.5,0,20,10
195,O-6E25937A97F84875A5937A97F8C875B3,04.09.2023 11:43:09,16,4,7.25,0,8.7,0,1.45,0,20,10
196,O-3C4F45004A4F491A8F45004A4F891AC4,25.08.2023 14:20:47,76,11,2.82,0,3.39,0,0.57,0,20,10
197,O-5BA42D0E1CCB4CEEA42D0E1CCBCCEE16,19.08.2023 10:02:15,37,17,7.22,0,8.22,-0.45,1.45,0,20,10
198,O-30A05DC4FFD543B7A05DC4FFD533B7EF,11.08.2023 18:22:10,77,6,,,24.7,24.7,,,,
199,O-019BBBCE3DC943F29BBBCE3DC953F2A0,28.07.2023 16:25:50,37,5,2.36,6.27,9.73,0,0.47,0.63,20,10
200,O-4CCD432CB7BF4C868D432CB7BF7C86E5,16.08.2023 10:10:21,78,20,5.83,10.45,18.5,,1.17,1.05,20,10
201,O-ADDF37B79C4245CA9F37B79C4255CA8D,03.11.2023 09:14:11,20,2,19,15.38,39.72,,3.8,1.54,20,10
202,O-4BE48979A48C489FA48979A48C189FFA,03.11.2023 09:22:11,22,6,6.02,2.34,9.8,0,1.21,0.23,20,10
203,O-3AE4576FF9824542A4576FF982D542EB,04.11.2023 09:01:23,49,11,47.5,0,57,0,9.5,0,20,10
204,O-40E3704C9B0345E8A3704C9B0315E8B3,14.10.2023 10:56:35,80,16,0,0,20,20,0,0,20,10
205,O-7BE847F2B9364206A847F2B93672061B,13.10.2023 09:31:27,50,16,,,30,30,,,,
206,O-10581744631A42E2981744631A02E22E,06.10.2023 11:30:45,41,1,6.82,0,8.18,0,1.36,0,20,10
207,O-D1174F7CE1474756974F7CE147B756CD,15.10.2023 16:11:02,81,9,,283.18,311.5,,,28.32,,10
208,O-43CBE9A78D954F268BE9A78D95FF2689,26.08.2023 12:12:15,41,6,34.37,9.21,52.28,0.9,6.88,0.92,20,10
209,O-A3602BB41FB44BD1A02BB41FB42BD192,16.09.2023 14:02:10,82,16,,49.45,54.4,,,4.95,,10
210,O-6F2E1A4A133346B4AE1A4A133306B469,08.09.2023 10:45:38,26,3,,5.45,5.99,,,0.54,,10
211,O-CCAB16F2656E4961AB16F2656EF961F1,05.09.2023 19:01:13,83,20,,191.45,210.6,,,19.15,,10
212,O-0A6D295360FB44C3AD295360FB14C334,06.09.2023 10:15:05,26,4,7.91,,9.49,,1.58,,20,
213,O-4B69F28F976D47C4A9F28F976D77C48E,06.09.2023 10:32:46,5,19,19.37,0,23.25,0,3.88,0,20,10
214,O-6098F429EA3B490598F429EA3B1905A8,06.09.2023 10:38:02,16,3,4.75,0,5.7,0,0.95,0,20,10
215,O-E38DE2CD855E4EBA8DE2CD855E9EBAAF,05.09.2023 10:25:15,10,19,4.92,,5.9,,0.98,,20,
216,O-CF24DAC7BD134A45A4DAC7BD139A4572,05.09.2023 10:31:35,48,20,6.25,0,7.5,0,1.25,0,20,10
217,O-CBF583F301C040B1B583F301C040B1CA,02.09.2023 13:35:17,84,7,0,33.55,36.9,0,0,3.35,20,10
218,O-D9CAA4F5F14D46CE8AA4F5F14D26CEF4,09.09.2023 09:27:17,18,20,61.81,0,74.17,0,12.36,0,20,10
219,O-A1B004D66EC247D5B004D66EC287D58F,26.09.2023 15:08:44,85,9,7.25,,8.7,,1.45,,20,
220,O-6BCE12736539452D8E12736539152D6C,24.08.2023 16:10:13,3,1,46.35,0,55.62,0,9.27,0,20,10
221,O-8D6A86D6C08E4D3DAA86D6C08E8D3DD2,30.09.2023 16:31:47,79,8,15.54,,18.65,,3.11,,20,
222,O-933B417EF0774B7CBB417EF0777B7C8F,02.09.2023 14:30:08,86,7,8.85,,10.62,,1.77,,20,
223,O-6C16ABE28FD6431F96ABE28FD6731FF8,14.08.2023 14:58:11,87,18,,9.27,10.2,,,0.93,,10
224,O-0A36050D78FA4200B6050D78FA72002C,24.08.2023 16:21:33,88,8,8.75,0,10.5,0,1.75,0,20,10
225,O-64A1811EF5234D8CA1811EF5231D8C02,31.08.2023 18:56:09,41,1,15.4,2.62,21.36,0,3.08,0.26,20,10
226,O-FE7A0842272340CDBA08422723B0CDDF,25.08.2023 14:13:05,16,11,16.46,0,19.75,0,3.29,0,20,10
227,O-C26C026F50414BF3AC026F50417BF316,25.08.2023 20:26:56,83,18,32.5,293.27,361.6,,6.5,29.33,20,10
228,O-07A11C6EE7B44976A11C6EE7B41976E1,15.08.2023 19:06:02,48,10,35,0,42,0,7,0,20,10
229,O-99D8DC0C9DFE4A1C98DC0C9DFEDA1C6A,13.08.2023 16:30:58,4,3,63.62,0,76.35,0,12.73,0,20,10
230,O-96BB094E72024831BB094E7202D831B7,15.08.2023 19:09:59,16,7,12.42,0,14.9,0,2.48,0,20,10
231,O-FC9EF271B5D244AF9EF271B5D284AFD4,21.08.2023 10:35:49,79,16,14.45,2.46,20.05,,2.89,0.25,20,10
232,O-11199EAD3F134043999EAD3F13304345,16.08.2023 13:17:16,74,16,,18.18,20,,,1.82,,10
234,O-15FC632AB1B94A6CBC632AB1B9BA6CDE,12.07.2023 17:32:45,3,20,16.71,8.78,29.86,0.15,3.34,0.88,20,10
236,O-CC81FB36618C43C981FB36618C43C9CF,12.07.2023 17:15:53,16,17,21.37,0,25.65,0,4.28,0,20,10
237,O-144F4787A9F5413D8F4787A9F5713D92,23.07.2023 15:24:24,41,2,46.66,16.34,73.96,0,9.33,1.63,20,10
238,O-D5B1CC55283F47B4B1CC55283F67B45B,23.07.2023 12:45:50,47,1,38.82,0,46.59,0,7.77,0,20,10
239,O-A7054F1FEC0C4907854F1FEC0C390770,25.10.2023 15:44:03,90,16,11.17,0,13.4,0,2.23,0,20,10
240,O-8FE556E9F5C64B87A556E9F5C64B8785,06.07.2023 12:17:05,91,12,7.17,0,8.6,0,1.43,0,20,10
241,O-9C25DCCD2D04495EA5DCCD2D04295E20,23.07.2023 14:01:16,92,5,0,53.18,58.5,0,0,5.32,20,10
242,O-2B834606930D4077834606930D0077ED,08.07.2023 11:59:07,6,5,7.99,0,9.59,0,1.6,0,20,10
243,O-C7BB8AB69FB94F22BB8AB69FB9EF2202,03.07.2023 10:16:14,3,9,28.72,6.15,41.23,0,5.75,0.61,20,10
244,O-5519D7F2D7E6474699D7F2D7E6774621,12.07.2023 13:53:19,79,9,9.32,,11.18,,1.86,,20,
245,O-0D96CD9B2E6C495B96CD9B2E6CB95B38,22.08.2023 15:40:31,93,3,1.47,0,1.75,0,0.3,0,20,10
246,O-93B9F586BF4E404DB9F586BF4E004D50,22.08.2023 16:14:48,94,19,10.52,2.17,15.02,0,2.11,0.22,20,10
247,O-E520D64607054055A0D6460705F05539,23.08.2023 14:56:05,95,16,1.97,0,2.35,0,0.4,0,20,10
248,O-323AC5FF05E541A1BAC5FF05E581A1BD,12.07.2023 17:02:34,19,16,18.39,11.07,34.25,,3.68,1.11,20,10
249,O-D9EC1AF15BF8409CAC1AF15BF8B09CB3,12.07.2023 17:42:51,84,3,0,10.73,11.8,0,0,1.07,20,10
250,O-A5A18B88F6D248C4A18B88F6D2B8C4C3,03.07.2023 16:08:09,87,20,,16.1,17.7,,,1.6,,10
251,O-D8BFF61C0E0B4CAEBFF61C0E0B0CAEB2,06.07.2023 17:20:33,97,1,29,0,34.8,0,5.8,0,20,10
252,O-00F3CF740F194F47B3CF740F195F47C1,06.08.2023 16:40:27,4,20,58.33,0,70,0,11.67,0,20,10
253,O-AC2F506DCFF24277AF506DCFF2427754,28.07.2023 17:04:43,1,11,7.94,2.45,12.37,0.15,1.59,0.24,20,10
254,O-F5FAFDDE0BDA417FBAFDDE0BDAF17F4C,28.06.2023 10:52:33,3,17,19.95,0,23.94,0,3.99,0,20,10
255,O-8AC19FAC48FB46F6819FAC48FB56F660,28.06.2023 10:53:49,3,8,18.85,13.7,37.69,0,3.77,1.37,20,10
256,O-251A32EE1B3F4AD59A32EE1B3F4AD50F,22.07.2023 18:42:15,31,4,19.21,0,23.05,0,3.84,0,20,10
259,O-87E6BCAF53AB4733A6BCAF53AB5733D9,29.06.2023 11:04:22,3,6,67.69,3.39,88.56,3.6,13.54,0.34,20,10
261,O-4974F0E512F84490B4F0E512F8E49065,01.08.2023 12:46:16,84,8,0,22.45,24.7,0,0,2.25,20,10
263,O-E79083979D5C442F9083979D5CF42FBC,12.07.2023 17:05:26,100,20,8.32,0,9.99,,1.67,0,20,10
264,O-7BCBB4D14AA74A418BB4D14AA7AA4151,06.07.2023 10:45:23,101,3,19.25,,23.1,,3.85,,20,
265,O-1D3333C56BAE40EBB333C56BAE40EB9A,13.07.2023 17:27:44,84,16,0,23.09,25.4,0,0,2.31,20,10
266,O-20F09D27252B4A39B09D27252B4A3919,28.06.2023 18:21:35,75,3,14.67,0,17.6,0,2.93,0,20,10
267,O-278B20E9994B4DCD8B20E9994B3DCDD1,02.08.2023 13:56:25,84,18,0,8.55,9.4,0,0,0.85,20,10
268,O-EDCACF2ADA8F49BE8ACF2ADA8FE9BE18,22.07.2023 14:42:08,104,14,0,6.36,7,0,0,0.64,20,10
269,O-951552659A10482A9552659A10782AFA,22.07.2023 15:18:13,104,18,0,2.27,2.5,0,0,0.23,20,10
270,O-DA7C206000F74532BC206000F79532B1,26.06.2023 10:13:32,19,2,3.41,17.85,23.72,,0.68,1.78,20,10
271,O-CD695A0805E941F3A95A0805E971F38D,01.08.2023 09:56:19,18,3,33.35,0,40.02,0,6.67,0,20,10
272,O-B4E977AEE9354215A977AEE935D21502,14.10.2023 12:11:12,80,16,,32,35.2,,,3.2,,10
273,O-9721E64EBE7F45ABA1E64EBE7FD5AB60,08.07.2023 13:34:36,84,9,0,47.09,51.8,0,0,4.71,20,10
274,O-194D739EE6014A088D739EE601AA08A9,11.12.2023 10:05:04,3,4,6.48,0,7.78,0,1.3,0,20,10
275,O-86E07C17D1E6474BA07C17D1E6174B35,11.12.2023 10:27:32,106,1,,,30,30,,,,
276,O-536C4F78E1FE4DB2AC4F78E1FEADB2DE,11.12.2023 10:04:03,3,4,27.52,10.69,44.78,0,5.5,1.07,20,10
277,O-8CD3DA32A005406193DA32A005E06165,11.12.2023 10:16:37,107,1,18.69,0,22.43,0,3.74,0,20,10
278,O-96FBECCF0D8D45B4BBECCF0D8D05B463,10.12.2023 19:03:24,47,14,149.7,0,179.64,0,29.94,0,20,10
279,O-47C8BA85F24E413C88BA85F24E113C39,08.12.2023 13:44:39,44,16,13.25,,15.9,,2.65,,20,
280,O-FEF78CB6086D42AFB78CB6086DB2AFE6,09.12.2023 11:31:15,108,20,,,24.55,,,,,
281,O-3063C1EBB75D4C9FA3C1EBB75D3C9FCB,10.12.2023 19:29:57,39,8,17.42,0,20.9,,3.48,0,20,10
282,O-8C5B09800D5245289B09800D527528D5,06.12.2023 16:09:01,109,7,36.67,0,44,,7.33,0,20,10
283,O-CEF74A0B91B24BE5B74A0B91B2BBE542,05.12.2023 20:12:36,106,3,,,9,9,,,,
284,O-41C0A388F102422580A388F102F225BF,05.12.2023 19:34:47,110,17,20.83,0,25,0,4.17,0,20,10
285,O-230AFB13C3E141448AFB13C3E1314424,07.12.2023 12:51:21,10,1,11.66,,13.99,,2.33,,20,
286,O-64B3C14575214F59B3C14575210F5956,07.12.2023 12:39:22,111,16,4.16,0,4.99,0,0.83,0,20,10
287,O-FF475A57302E4E13875A57302ECE13B1,07.12.2023 11:58:16,48,12,3.25,0,3.9,0,0.65,0,20,10
288,O-DEE0DD66281B437EA0DD66281B837E28,07.12.2023 10:39:24,54,19,6.42,,7.7,,1.28,,20,
289,O-A8D90CE70EF44F8C990CE70EF4EF8C3E,07.12.2023 12:03:17,45,14,14.16,0,16.99,0,2.83,0,20,10
290,O-A637AC5993094870B7AC599309E870BC,07.12.2023 11:23:38,22,6,12.69,1.54,16.92,0,2.54,0.15,20,10
291,O-A74E676430CA43E98E676430CA73E9C6,08.12.2023 12:30:33,3,6,35.68,7.39,50.95,0,7.14,0.74,20,10
292,O-F98B538DF513417B8B538DF513717B06,09.12.2023 10:27:20,112,13,,19.09,21,,,1.91,,10
293,O-45EBF33CEA444570ABF33CEA4455705A,09.12.2023 11:31:46,112,19,,19.09,21,,,1.91,,10
294,O-2ACC31A52C1041618C31A52C10A161B4,18.12.2023 15:35:49,113,8,25.8,0,30.96,0,5.16,0,20,10
295,O-CDC785CD22444B6F8785CD22446B6FB1,19.12.2023 15:49:47,17,2,16.77,0,20.12,0,3.35,0,20,10
296,O-1C86C61CEAB54FAE86C61CEAB54FAE61,11.12.2023 22:49:05,114,1,0,35.73,39.3,0,0,3.57,20,10
297,O-772DC3EFB9F14494ADC3EFB9F1349458,15.11.2023 18:55:41,115,15,14.08,,16.9,,2.82,,20,
298,O-7A5B5C48430C4EA49B5C48430CDEA41A,17.12.2023 17:09:35,45,1,4.16,0,4.99,0,0.83,0,20,10
299,O-B8F614EF8C29498DB614EF8C29998DB9,17.12.2023 17:01:48,16,5,22.12,0,26.55,0,4.43,0,20,10
300,O-90D4F38BD609492F94F38BD609592F83,18.12.2023 09:50:32,19,16,4.42,,5.31,,0.89,,20,
301,O-42DB7E712A554C3F9B7E712A55CC3F3C,18.12.2023 09:51:13,19,19,22.91,,27.49,,4.58,,20,
302,O-7FA6B010E53F44AFA6B010E53FA4AFFD,18.12.2023 10:06:21,117,4,,,7.5,,,,,
303,O-B61B28B3EF6344CD9B28B3EF63E4CD57,16.12.2023 10:33:47,22,3,19.04,2.87,26.01,0,3.81,0.29,20,10
304,O-277CC0A25BDA46D6BCC0A25BDAD6D67F,18.12.2023 16:42:18,118,17,,,7,7,,,,
305,O-D577AD1F23FA4803B7AD1F23FA180361,16.12.2023 17:31:28,18,17,45.82,0,54.98,0,9.16,0,20,10
306,O-08846B67F7DA4C28846B67F7DA4C28E0,16.12.2023 16:11:13,119,12,60.83,0,73,0,12.17,0,20,10
307,O-DB4E6EE6E8F140808E6EE6E8F190807B,16.12.2023 16:41:18,47,14,4.08,0,4.9,0,0.82,0,20,10
308,O-444C79E922354AC48C79E922354AC462,11.12.2023 18:43:20,120,6,,,14,14,,,,
309,O-3F4B2CF7392C4A0E8B2CF7392C4A0EDC,18.12.2023 10:05:05,22,3,6.75,1.02,9.22,0,1.35,0.1,20,10
310,O-62969021693F483D969021693FB83D6D,09.01.2024 11:41:46,41,9,43.59,13.28,67.07,0.15,8.72,1.33,20,10
311,O-5FA465B43B944ABEA465B43B94DABED3,10.01.2024 18:48:31,3,5,52.97,19.82,85.37,0,10.6,1.98,20,10
312,O-F5288594F1BA45DEA88594F1BA65DE9D,05.01.2024 13:41:44,3,17,72.75,20.64,110,0,14.55,2.06,20,10
313,O-4FF146617F444E19B146617F446E19EF,04.01.2024 12:49:28,1,14,39.02,26.56,76.05,0,7.81,2.66,20,10
314,O-D01D728055E14C309D728055E1BC3013,11.01.2024 14:57:18,121,3,3.17,0,3.8,0,0.63,0,20,10
315,O-21921F315234423E921F315234A23E63,11.01.2024 14:54:39,122,1,2.75,1.45,4.9,,0.55,0.15,20,10
316,O-C06D96CCB4B2447CAD96CCB4B2F47C89,12.01.2024 12:01:26,123,20,0,7.26,7.99,0,0,0.73,20,10
317,O-1A5E6CFFBED049119E6CFFBED09911B5,18.01.2024 18:20:47,107,1,4.15,0,4.98,0,0.83,0,20,10
318,O-A1A1D8AFECB846D0A1D8AFECB896D0E3,16.01.2024 16:13:59,16,3,4.83,0,5.8,0,0.97,0,20,10
319,O-B719917EAE2B435699917EAE2B635678,16.01.2024 15:09:46,16,18,9.37,0,11.25,0,1.88,0,20,10
320,O-392C038E780B481EAC038E780B581E4A,18.01.2024 16:18:57,46,10,11.25,0,13.5,0,2.25,0,20,10
321,O-038055754CF44DB38055754CF44DB3A6,18.01.2024 18:30:14,51,3,20.8,0,24.96,0,4.16,0,20,10
322,O-0508DDD24BAE435188DDD24BAED3512A,18.01.2024 10:53:41,124,8,5.11,5.71,12.56,0.15,1.02,0.57,20,10
323,O-C20CD111EFBB49338CD111EFBBE933E2,13.01.2024 10:32:03,3,14,5.13,0,6.16,0,1.03,0,20,10
324,O-8F76EE2C6D87433CB6EE2C6D87633C06,13.01.2024 11:05:39,125,18,13,0,15.6,0,2.6,0,20,10
325,O-593106B315F14740B106B315F1E7406D,15.01.2024 08:11:29,124,15,12.66,1.26,16.58,0,2.53,0.13,20,10
326,O-5350F94AA51C470390F94AA51C4703C8,12.01.2024 10:02:50,124,2,12.23,6.42,21.75,0,2.45,0.64,20,10
327,O-5C768C309C394883B68C309C39A8832A,13.01.2024 11:13:49,1,10,10.38,0,14.26,1.8,2.08,0,20,10
328,O-8C38D0E05029405DB8D0E05029D05D2D,24.12.2023 09:53:20,75,2,58.33,0,70,0,11.67,0,20,10
329,O-C506D56E53B14AD286D56E53B1EAD286,17.01.2024 17:08:59,3,17,41.53,22.07,74.42,0.3,8.31,2.21,20,10
330,O-B962D2839B274FF2A2D2839B27EFF2EE,13.01.2024 10:17:08,126,8,,,20,20,,,,
331,O-061D021EEE3D4C0D9D021EEE3D6C0DB0,13.01.2024 10:49:03,127,1,26.78,,32.14,,5.36,,20,
332,O-CAF09C0AEF244A90B09C0AEF249A90A2,19.01.2024 19:33:34,128,9,0,11.64,12.8,0,0,1.16,20,10
333,O-C1853DF8CE4F4EDF853DF8CE4F9EDFC6,21.01.2024 09:24:42,1,11,21.58,7.3,31.83,-2.1,4.32,0.73,20,10
334,O-9983DFAA6C99487A83DFAA6C99E87ADB,19.01.2024 10:59:24,3,16,26.35,19.45,53.02,0,5.27,1.95,20,10
335,O-246F7BA5F2214129AF7BA5F221D1297D,24.01.2024 15:08:06,129,7,,16.33,17.96,,,1.63,,10
336,O-526D09B105804A7DAD09B105805A7D51,05.01.2024 14:35:09,130,10,4.58,,5.5,,0.92,,20,
337,O-7B69D2866EB047A8A9D2866EB077A803,27.12.2023 15:40:04,56,3,0,3.51,3.86,0,0,0.35,20,10
338,O-E16773D422444607A773D42244C607A1,05.01.2024 14:17:56,131,18,0,9.73,10.7,0,0,0.97,20,10
339,O-3EF4436F0B394128B4436F0B39D1285C,15.01.2024 14:44:39,56,13,1.66,2.45,4.68,0,0.33,0.24,20,10
340,O-0E3F33B43DF04DADBF33B43DF01DADE3,26.01.2024 13:40:02,56,7,1.66,4.5,6.94,0,0.33,0.45,20,10
341,O-35AC1DE69C3D459CAC1DE69C3D359C0D,11.01.2024 11:26:16,132,4,,10.18,11.2,,,1.02,,10
342,O-4ADE37490DA741749E37490DA7317447,26.01.2024 11:53:22,41,13,5.82,0,6.99,0,1.17,0,20,10
343,O-77C89612D5734132889612D57371325A,26.01.2024 11:46:56,133,20,4.16,0,4.99,,0.83,0,20,10
344,O-51A2AF3997C249C4A2AF3997C239C450,26.01.2024 08:43:42,1,1,34.97,21.02,62.38,-2.7,6.99,2.1,20,10
345,O-8F26DEE1C58C41F7A6DEE1C58C61F7EC,26.01.2024 08:52:24,122,8,4.21,1.45,6.65,,0.84,0.15,20,10
346,O-3F4B775AD8324A8C8B775AD832FA8CEC,29.01.2024 16:16:58,3,14,100.36,23.87,146.69,0,20.07,2.39,20,10
347,O-A2B59ECE14EE4271B59ECE14EE3271D7,29.01.2024 16:22:10,54,16,4.79,12.09,19.05,,0.96,1.21,20,10
348,O-D2ABDA1246B24CE4ABDA1246B2BCE4F5,25.01.2024 09:49:36,134,14,,9.91,10.9,,,0.99,,10
