id,receipt_id,issue_date,organization_id,user_id,tax_base_basic,tax_base_reduced,total_price,free_tax_amount,vat_amount_basic,vat_amount_reduced,vat_rate_basic,vat_rate_reduced
525,O-5631723A40744891B1723A407498919D,07.03.2024 16:12:26,153,7,6.58,,7.9,,1.32,,20,
526,O-F810C6F37CD841F790C6F37CD8C1F737,19.03.2024 18:47:59,5,14,2.69,0,3.23,0,0.54,0,20,10
527,O-3DCEBD82B75D4A078EBD82B75D3A07A2,28.03.2024 08:46:12,41,5,64.44,14.53,93.46,0.15,12.89,1.45,20,10
528,O-BF4E30F0B9CE4EF18E30F0B9CE0EF115,04.04.2024 12:06:45,16,3,32.29,0,38.75,0,6.46,0,20,10
529,O-66E483C5E82A4BC0A483C5E82AEBC01F,09.04.2024 16:21:41,1,11,32.1,19.62,60.1,0,6.42,1.96,20,10
530,O-80ED72910F1E467EAD72910F1E067E73,12.04.2024 10:52:53,2,11,3.8,0,1.11,-3.45,0.76,0,20,10
531,O-DC2973E5E58E456CA973E5E58E356C0E,12.04.2024 10:45:47,2,18,25.84,0,32.21,1.2,5.17,0,20,10
532,O-263FECE3ADBC4A57BFECE3ADBCFA5705,12.04.2024 08:23:35,1,15,30.65,2.34,39.36,0,6.13,0.24,20,10
533,O-C7AD7E237FC54B40AD7E237FC5CB4012,12.04.2024 11:29:19,163,12,22.96,0,27.55,0,4.59,0,20,10
534,O-898D26EAF89B41F08D26EAF89BF1F09F,12.04.2024 11:19:49,16,9,2.66,0.73,3.99,0,0.53,0.07,20,10
535,O-426D28704D074CEBAD28704D071CEB0A,15.04.2024 13:44:21,1,10,43.48,18.02,72.01,0,8.7,1.81,20,10
536,O-388A4A378D2E4C178A4A378D2EBC1716,17.04.2024 10:35:37,107,12,46.63,0,55.96,0,9.33,0,20,10
537,O-2A6FA9A368F342B5AFA9A368F322B514,27.03.2024 11:03:46,5,17,12.67,0,15.2,0,2.53,0,20,10
538,O-A6EEBBDFF1C848BEAEBBDFF1C8F8BEEC,06.04.2024 12:57:56,48,6,0.83,0,1,0,0.17,0,20,10
539,O-A653C90428464A2493C9042846BA24D0,17.04.2024 14:52:20,164,7,6.08,0,7.3,0,1.22,0,20,10
540,O-B76F1F236A0E47B1AF1F236A0E57B18E,12.04.2024 17:19:21,165,14,0,5.45,6,0,0,0.55,20,10
541,O-EABF2B3CFAAD4C9BBF2B3CFAAD2C9B3D,18.04.2024 10:12:41,54,13,9.92,11.77,24.85,,1.98,1.18,20,10
542,O-09E630049E284C97A630049E283C9778,18.04.2024 10:21:24,19,8,7.08,5.45,14.49,,1.42,0.54,20,10
543,O-E185AFCA607B40E885AFCA607B80E855,18.04.2024 10:35:24,113,10,10.04,0,12.05,0,2.01,0,20,10
544,O-B7E22F91A39E48F9A22F91A39E28F9DB,18.04.2024 09:52:23,10,9,22.49,,26.99,,4.5,,20,
545,O-CE0C43FAF4694B168C43FAF469DB1685,20.04.2024 15:12:12,1,18,43.61,21.04,75.48,0,8.72,2.11,20,10
546,O-36EA0AB8B5E04448AA0AB8B5E05448C0,19.03.2024 16:00:15,166,2,5.75,,6.9,,1.15,,20,
547,O-464635A68090452F8635A68090952FEC,25.04.2024 11:54:48,2,5,23.49,11.51,40.85,0,4.7,1.15,20,10
548,O-C1BC197EFF51476FBC197EFF51076F9C,24.04.2024 16:14:49,107,5,9.98,0,11.98,0,2,0,20,10
549,O-EF5BE774006E4C919BE774006E2C91D4,24.04.2024 15:51:30,107,6,28.52,0,34.23,0,5.71,0,20,10
550,O-56318BD38DFE4334B18BD38DFEF3349F,24.04.2024 16:20:46,88,19,9.08,,10.9,,1.82,,20,
551,O-478B8D4CAA3741878B8D4CAA3751876B,24.04.2024 14:49:28,3,8,69.92,23.86,110.61,0.45,13.99,2.39,20,10
552,O-D50C3DB882F64CF18C3DB882F61CF15C,24.04.2024 10:36:19,111,16,20.61,0,24.73,0,4.12,0,20,10
553,O-9C54C40E5CD443AF94C40E5CD493AF4B,22.04.2024 10:58:18,3,13,26.6,17.07,50.7,0,5.32,1.71,20,10
554,O-2C4D3274A2FB4D8B8D3274A2FBED8BD6,20.04.2024 12:42:25,75,1,27.92,0,33.5,0,5.58,0,20,10
555,O-5CB2112F8CBE4BE7B2112F8CBEBBE76F,19.04.2024 10:09:52,3,20,20.74,10.65,36.6,0,4.15,1.06,20,10
556,O-7B703EA63167421AB03EA63167D21A96,18.04.2024 20:07:42,167,17,8.97,20.52,33.35,0,1.79,2.05,20,10
557,O-0D2896452E524D18A896452E521D180E,19.04.2024 17:43:23,168,7,16.14,2.08,21.81,0.15,3.23,0.21,20,10
558,O-0B350AD60FE446BDB50AD60FE4B6BDED,17.04.2024 16:05:59,10,13,21.15,,25.4,,4.23,,20,
559,O-E1DDF228ABDD47AB9DF228ABDDE7ABC9,17.04.2024 16:07:00,10,4,23.32,,27.98,,4.66,,20,
560,O-2C8CDAE207354D9F8CDAE207358D9FF8,16.04.2024 08:00:41,3,4,9.97,0,11.96,0,1.99,0,20,10
561,O-51109F8B1A924CC0909F8B1A923CC0C1,15.04.2024 11:37:57,16,6,11.5,2.18,16.2,0,2.3,0.22,20,10
562,O-99E53AC939354EB7A53AC939355EB794,06.04.2024 14:33:53,169,19,6.75,69.18,84.2,0,1.35,6.92,20,10
563,O-DFCB6E6E213044BE8B6E6E213084BE98,08.04.2024 14:19:33,170,12,0,7.68,8.45,0,0,0.77,20,10
564,O-6EF4F869E71B40D2B4F869E71B70D203,02.04.2024 10:28:13,154,7,1.87,10.39,13.68,0,0.38,1.04,20,10
565,O-23F5F62ED74D4F9DB5F62ED74D3F9D4A,22.03.2024 13:08:18,84,10,0,26,28.6,0,0,2.6,20,10
566,O-8E43294770494AC28329477049CAC214,21.03.2024 12:03:07,139,19,83.7,0,100.44,0,16.74,0,20,10
567,O-E0649D8B24764FFFA49D8B24762FFF48,30.03.2024 09:40:43,151,7,20.71,8.68,34.4,0,4.14,0.87,20,10
568,O-E2DB2F332C534D489B2F332C535D4814,11.03.2024 11:10:37,25,3,0.75,13.36,15.6,0,0.15,1.34,20,10
569,O-A14DAF8AE07A4FCF8DAF8AE07A8FCFEA,12.04.2024 10:36:45,101,13,26.08,,31.3,,5.22,,20,
570,O-299DBEDFC9084EF39DBEDFC908EEF37A,03.04.2024 10:56:10,124,13,18.58,6.58,29.54,0,3.72,0.66,20,10
571,O-81C2C94CED29489A82C94CED29189AF9,12.04.2024 10:11:18,3,18,43.48,15.37,69.09,0,8.7,1.54,20,10
572,O-F8B8C8E9936C4B90B8C8E9936C4B9078,03.04.2024 18:59:27,172,20,90.83,81,198.1,0,18.17,8.1,20,10
573,O-FB65D045D40245E9A5D045D402B5E9B5,02.04.2024 17:41:28,18,8,30.78,0,36.94,0,6.16,0,20,10
574,O-2CE666DEAEFA40F8A666DEAEFA10F862,08.04.2024 10:49:47,3,9,39.62,14.39,63.37,0,7.92,1.44,20,10
575,O-9D0CF384A05449CD8CF384A05469CD97,12.04.2024 17:45:05,165,7,36.4,44.01,92.09,0,7.28,4.4,20,10
576,O-94CCB9A8D74743B98CB9A8D74793B91B,28.03.2024 10:23:26,151,1,8.27,1.98,12.1,0,1.65,0.2,20,10
577,O-517B32AF062A43DBBB32AF062A73DBD8,25.03.2024 11:21:52,3,3,24.54,13.19,44.11,0.15,4.91,1.32,20,10
578,O-CDCD8505459346DC8D8505459366DC6C,27.03.2024 10:22:47,3,13,64.89,21.51,101.53,0,12.98,2.15,20,10
579,O-F02471C8AC7A403AA471C8AC7A903ABF,22.03.2024 10:24:33,3,17,25.28,2.75,33.37,0,5.06,0.28,20,10
580,O-CF99EA1127214F4D99EA1127219F4D8E,13.04.2024 10:58:20,151,1,7.33,1.09,10,0,1.47,0.11,20,10
581,O-59F7F186BA6B4552B7F186BA6BC55238,07.04.2024 14:09:07,84,6,11.71,36.91,54.65,0,2.34,3.69,20,10
582,O-A60A8AF45AEA414B8A8AF45AEAB14BED,21.03.2024 10:53:02,47,6,33.46,0,40.15,0,6.69,0,20,10
583,O-D237E908A98A48F7B7E908A98AA8F717,07.02.2024 16:33:04,173,12,157.5,0,189,0,31.5,0,20,10
584,O-C35540B4143742C09540B4143792C08A,22.03.2024 10:00:08,5,13,18.54,0,22.25,0,3.71,0,20,10
585,O-70B7DAA75EE14C45B7DAA75EE19C457A,24.03.2024 11:32:20,174,13,0,15.45,17,0,0,1.55,20,10
586,O-9F772593610B444DB72593610B844D58,21.03.2024 12:06:05,139,15,8.32,0,9.99,0,1.67,0,20,10
587,O-E84F665C53EC47AB8F665C53EC07ABD2,20.03.2024 10:40:21,3,16,28.55,9.84,45.08,0,5.71,0.98,20,10
588,O-A04B3B64A07E43D58B3B64A07EE3D552,22.03.2024 10:02:27,166,11,14.04,,16.85,,2.81,,20,
589,O-A8CF7993F68C43D48F7993F68CA3D44C,03.04.2024 10:42:23,27,5,,,36.9,,,,,
590,O-562FA3F4ECA64D28AFA3F4ECA66D2806,28.04.2024 17:08:05,175,4,16,8.18,28.2,0,3.2,0.82,20,10
591,O-7D4D5ECC9A0246BE8D5ECC9A0206BEEB,26.04.2024 17:32:24,18,3,68.22,0,81.86,0,13.64,0,20,10
592,O-DB8A91DA4214474E8A91DA4214C74EE6,27.04.2024 10:03:09,151,19,9.77,0,12.18,0.45,1.96,0,20,10
593,O-1944F1628B614BB684F1628B61BBB678,27.03.2024 16:03:42,19,20,,9.44,10.38,,,0.94,,10
594,O-33FAA82FC68A4E21BAA82FC68ACE2186,26.04.2024 17:08:41,175,18,11.67,8.18,23,0,2.33,0.82,20,10
595,O-CA5ACC8E06434DEC9ACC8E06436DEC10,16.04.2024 09:44:55,5,15,12.11,0,14.53,0,2.42,0,20,10
596,O-AED85C1FF1F0493C985C1FF1F0693CF6,29.04.2024 10:42:03,41,9,0.61,3.16,4.21,0,0.12,0.32,20,10
597,O-2BF0569F697A44D5B0569F697AA4D51E,30.04.2024 13:09:17,3,17,12.7,17.94,34.97,0,2.54,1.79,20,10
598,O-EC2DA5C2E8FF4FF2ADA5C2E8FF5FF229,26.04.2024 10:20:32,20,14,4.9,2.36,8.48,,0.98,0.24,20,10
599,O-4ED1BC6AFEF641A691BC6AFEF651A6E6,30.04.2024 11:38:27,176,15,0,15.82,17.4,0,0,1.58,20,10
600,O-40BF2B79DB2C494EBF2B79DB2C194E8D,30.04.2024 17:35:03,47,1,183.27,0,219.93,0,36.66,0,20,10
601,O-EA7EC37523734003BEC3752373300392,30.04.2024 17:56:47,47,3,9.57,0,11.49,0,1.92,0,20,10
602,O-2608C3D854004E1588C3D854003E155A,03.05.2024 15:21:16,175,16,17.5,22.91,46.2,0,3.5,2.29,20,10
603,O-C3010399700E4423810399700E242344,02.05.2024 08:57:33,3,11,29.69,9.95,46.58,0,5.94,1,20,10
604,O-9091CE55D8FD494691CE55D8FDC9468F,03.05.2024 12:18:33,41,12,3.48,1.54,5.87,0,0.7,0.15,20,10
605,O-F2E964F92C654F2EA964F92C65FF2E68,01.05.2024 13:40:30,169,10,0,52.73,58,0,0,5.27,20,10
606,O-0F0E814F0D2E4A1D8E814F0D2E9A1D43,05.05.2024 12:12:07,41,16,0.87,1.14,2.3,0,0.18,0.11,20,10
607,O-ABD8F9DAFFF0428A98F9DAFFF0828A80,10.05.2024 09:25:22,3,8,42.92,21.66,75.64,0.3,8.59,2.17,20,10
608,O-31712ED4F2CF4C11B12ED4F2CF3C1128,06.05.2024 11:40:51,177,6,1.33,3.36,5.3,,0.27,0.34,20,10
609,O-6FA5EDC854AE4F78A5EDC854AE0F7844,06.05.2024 10:21:06,3,12,30.91,7.72,45.58,0,6.18,0.77,20,10
610,O-7435216792EE4CDFB5216792EE3CDFA0,09.05.2024 16:22:21,178,8,7.5,0,9,0,1.5,0,20,10
611,O-35476799A5994E08876799A5993E0800,06.05.2024 10:28:40,16,4,12.12,0,14.55,0,2.43,0,20,10
612,O-88CD1A901C244C9E8D1A901C24BC9E61,10.05.2024 12:11:18,20,8,1.42,15,18.2,,0.28,1.5,20,10
613,O-F7680285354F4552A80285354FB552B1,19.12.2023 09:14:16,50,18,,,-10,-10,,,,
614,O-11B09CC003A64D37B09CC003A62D3758,10.05.2024 17:18:01,175,5,33.33,0,40,0,6.67,0,20,10
615,O-865F974CA2004F069F974CA200AF06DD,12.05.2024 16:56:49,18,9,39.59,0,47.51,0,7.92,0,20,10
616,O-2336FB8B5F014A23B6FB8B5F019A23DF,10.05.2024 17:26:43,41,4,8.48,1.42,11.74,0,1.7,0.14,20,10
617,O-3C60D71FF0A34F85A0D71FF0A32F85B2,09.05.2024 16:32:19,179,17,0,0,5.06,5.06,0,0,20,10
618,O-C604C83B4053467D84C83B4053D67DB0,12.05.2024 17:17:11,175,9,33.33,29.45,72.4,0,6.67,2.95,20,10
619,O-F4839713485F45C9839713485FF5C9B0,13.05.2024 09:36:25,41,1,21.47,0,25.76,0,4.29,0,20,10
620,O-54C80CABDE854D76880CABDE85ED7616,13.05.2024 11:00:35,107,20,24.99,0,29.99,0,5,0,20,10
621,O-D97D97571F0F48AEBD97571F0F48AE92,13.05.2024 10:48:39,16,13,15.17,0,18.2,0,3.03,0,20,10
622,O-3E46C3C5252E438986C3C5252E03897E,13.05.2024 11:18:37,3,16,7.97,3.5,13.42,0,1.6,0.35,20,10
623,O-0038008C12D84674B8008C12D83674F8,14.05.2024 08:51:35,1,13,59.82,18.42,89.94,-2.1,11.96,1.84,20,10
624,O-D4E3E6A18C614314A3E6A18C61631476,13.05.2024 13:06:32,16,14,24.33,0,29.2,0,4.87,0,20,10
625,O-EDB252919A8E485DB252919A8E785D61,13.05.2024 12:37:26,181,3,0,0,30,30,0,0,20,10
626,O-59ABC43101FF423CABC43101FFE23C80,07.05.2024 11:37:08,121,6,6.82,0,8.18,0,1.36,0,20,10
627,O-86B2083A98164910B2083A98160910A2,05.05.2024 15:12:21,41,18,11.5,3.11,18.12,0.9,2.3,0.31,20,10
628,O-239B89F51E3F47179B89F51E3FA717BB,14.05.2024 13:40:37,41,19,4.64,2.58,8.56,0.15,0.93,0.26,20,10
629,O-A0E6127EB0954DE6A6127EB095DDE684,16.05.2024 10:35:38,2,5,46.94,7.89,65.01,0,9.39,0.79,20,10
630,O-0D4EC63CDA1D47488EC63CDA1D874825,21.05.2024 12:12:16,16,15,16.58,0,19.9,0,3.32,0,20,10
631,O-41933980CC2A4B2D933980CC2A3B2D87,21.05.2024 11:58:41,1,2,39.72,15.77,65.02,0,7.95,1.58,20,10
632,O-43D40742FCB14089940742FCB1F089CD,23.05.2024 10:48:05,182,10,0,12.86,14.15,0,0,1.29,20,10
633,O-A671AA1714164A16B1AA1714165A1602,13.05.2024 10:43:38,26,18,,6.9,7.59,,,0.69,,10
634,O-E91141081D224C069141081D223C06F3,16.05.2024 10:43:05,183,13,42.55,0,51.06,,8.51,0,20,10
635,O-D3EC1F9C717546FEAC1F9C717506FE8F,25.05.2024 11:18:06,44,5,12.5,,15,,2.5,,20,
636,O-2A0CED7D76B8492A8CED7D76B8A92A6A,22.05.2024 10:13:19,3,1,35.69,10.93,54.85,0,7.14,1.09,20,10
637,O-8CF73ED82C9B46A5B73ED82C9B56A518,16.05.2024 10:59:58,32,1,10.96,0,13.15,0,2.19,0,20,10
638,O-74FC2732EFE242B1BC2732EFE232B1F1,24.05.2024 10:27:13,3,18,38.85,4.96,52.08,0,7.77,0.5,20,10
639,O-1FCBDAACB0CD4A8A8BDAACB0CD3A8A27,17.05.2024 18:18:53,5,15,4.46,0,5.35,0,0.89,0,20,10
640,O-444C01FD50E242628C01FD50E27262D2,24.05.2024 11:09:57,184,17,41.63,0,49.96,0,8.33,0,20,10
641,O-77C4D95868DC44EC84D95868DC74EC64,20.05.2024 17:10:37,22,11,5.47,4.03,11,0,1.1,0.4,20,10
642,O-A228B8D891044A67A8B8D89104EA6758,15.05.2024 09:58:15,3,17,44.75,9.05,63.65,0,8.95,0.9,20,10
643,O-22F85DA8CDCC4995B85DA8CDCC09952B,15.05.2024 09:32:50,10,13,2.49,,2.99,,0.5,,20,
644,O-A64CE6E7154940FE8CE6E7154940FE05,14.05.2024 10:44:28,19,1,3.74,8.54,13.88,,0.75,0.85,20,10
645,O-A22993532C684A0CA993532C685A0C50,22.05.2024 15:41:32,28,2,21.62,0,25.95,0,4.33,0,20,10
646,O-C170404E3FCA4332B0404E3FCA23327D,17.05.2024 17:45:57,16,9,4.79,0,5.75,0,0.96,0,20,10
647,O-B863FE96AC424153A3FE96AC424153A3,17.05.2024 18:18:08,185,3,26.5,,31.8,,5.3,,20,
648,O-0C3B7A1D5EDE4C56BB7A1D5EDEBC562E,25.05.2024 11:31:39,18,1,35.36,0,42.43,0,7.07,0,20,10
649,O-BA17630F6E7A47E897630F6E7A97E8FF,25.05.2024 11:26:57,49,16,12,0,14.4,0,2.4,0,20,10
650,O-7B98F89B266E41DB98F89B266EF1DB9D,28.05.2024 16:57:59,124,6,8.62,3.96,14.7,0,1.72,0.4,20,10
651,O-64920EB60AA14033920EB60AA1003369,03.06.2024 16:59:41,16,17,20.58,0,24.85,0.15,4.12,0,20,10
652,O-0E70AEDD87E04C68B0AEDD87E09C68E2,09.06.2024 17:07:35,18,5,49.97,0,59.96,0,9.99,0,20,10
653,O-09FD8CA9F3994D0FBD8CA9F3993D0F68,04.06.2024 11:06:22,3,5,30.49,18.58,57.03,0,6.1,1.86,20,10
654,O-A11F3E842D524B8C9F3E842D527B8CB5,31.05.2024 10:09:36,3,6,11.71,9.32,24.3,0,2.34,0.93,20,10
655,O-94D8613B74444BFA98613B7444FBFA8A,04.06.2024 17:26:54,10,3,4.99,,5.99,,1,,20,
656,O-7E00D3FCA95B4ED780D3FCA95B5ED797,07.06.2024 12:18:18,3,5,47.18,11.87,70.88,1.2,9.44,1.19,20,10
657,O-4F478D2DA7CA459C878D2DA7CA059C42,05.06.2024 15:43:41,185,5,29.29,,35.15,,5.86,,20,
658,O-0E6E8B65CAF54BB8AE8B65CAF5DBB856,30.05.2024 11:36:37,19,10,20.33,5.55,30.5,,4.07,0.55,20,10
659,O-F4AC1EDF32B445ABAC1EDF32B4C5AB9F,18.04.2024 22:43:01,186,10,22,13.55,41.3,0,4.4,1.35,20,10
660,O-273E72F7E8D143D3BE72F7E8D193D32C,05.06.2024 12:23:55,187,19,0,4.45,4.9,0,0,0.45,20,10
661,O-3E2E37D96DE742E2AE37D96DE7A2E2F3,04.06.2024 17:38:42,100,17,19.16,0,22.99,,3.83,0,20,10
662,O-370D0223360043478D02233600B347D2,31.05.2024 10:23:50,20,14,,13,14.3,,,1.3,,10
663,O-2CC9070F5705410689070F5705810631,07.06.2024 17:31:40,184,9,50.61,0,60.73,0,10.12,0,20,10
664,O-6590F193267D46E890F193267DC6E849,29.05.2024 11:23:31,16,14,28.83,0,34.6,0,5.77,0,20,10
665,O-4ADA89F0EDBA41899A89F0EDBA01895D,28.05.2024 11:25:46,3,1,22.57,14.23,42.73,0,4.51,1.42,20,10
666,V-0701F2FEA88C400F81F2FEA88C600F65,16.09.2023 10:29:56,188,19,,165,187.5,6,,16.5,,10
667,O-440AC0D6F0D54C038AC0D6F0D55C035E,29.05.2024 11:42:13,48,13,2.5,0,3,0,0.5,0,20,10
668,O-D451BC56F02B4F8F91BC56F02BAF8FDF,28.05.2024 18:14:29,83,13,5.92,113,131.4,,1.18,11.3,20,10
669,O-AB44B11559F642BA84B11559F672BACA,10.06.2024 17:17:48,3,4,35.57,13.41,57.58,0.15,7.11,1.34,20,10
670,O-CF20612ECE724285A0612ECE72E2854D,10.06.2024 15:47:06,147,1,24.08,0,28.9,0,4.82,0,20,10
671,O-EDBD06E9EE1E4206BD06E9EE1E520652,13.06.2024 11:23:01,86,17,7.17,,8.6,,1.43,,20,
672,O-CF118E0C07764792918E0C077667922D,13.06.2024 10:57:26,3,8,43.43,0,53.92,1.8,8.69,0,20,10
673,O-67AFD772898A4D7CAFD772898A2D7C70,13.06.2024 14:00:32,1,2,59.06,21.14,95.17,1.05,11.81,2.11,20,10
674,O-F8D1EFE3A7F7491091EFE3A7F7991081,22.05.2024 13:54:06,193,8,7.16,19.23,29.74,,1.43,1.92,20,10
675,O-4015D54D96B44F5195D54D96B44F5132,21.06.2024 12:06:12,1,7,58.89,35.94,110.2,0,11.78,3.59,20,10
676,O-95CC0D61B9C842098C0D61B9C8E209C4,19.06.2024 17:27:00,194,2,14.62,0,17.54,0,2.92,0,20,10
677,O-EF1554AE650B4A429554AE650B3A42CB,21.06.2024 17:20:11,96,3,19.67,34.18,61.2,,3.93,3.42,20,10
678,O-6D980452FC40475C980452FC40475CFC,21.06.2024 18:15:08,5,18,11.21,0,13.45,0,2.24,0,20,10
679,O-5A0D9AF35DA540338D9AF35DA5C03323,21.06.2024 18:34:00,16,12,23.58,0,28.3,0,4.72,0,20,10
680,O-D881AD2D40B3491681AD2D40B3A9165B,21.06.2024 17:59:11,195,1,19.15,0,22.98,,3.83,0,20,10
681,O-732D0ED5717C43B2AD0ED5717C83B2CB,22.06.2024 11:19:10,4,12,62.05,0,74.46,0,12.41,0,20,10
682,O-E1E8730D9E254677A8730D9E2576779E,18.06.2024 18:56:41,196,5,,,320,,,,,
683,O-D429E6F7B70A48EDA9E6F7B70A68ED95,22.06.2024 13:07:57,197,17,2.07,60.64,69.17,0,0.42,6.04,20,10
684,O-BD21EF9134834E84A1EF9134830E848E,22.06.2024 09:55:52,46,16,23.67,0,28.4,0,4.73,0,20,10
685,O-60A84049366941E9A840493669F1E978,22.06.2024 10:00:08,198,15,15.83,,19,,3.17,,20,
686,O-C552CC95C16B4A0E92CC95C16B2A0EA3,22.06.2024 13:21:52,16,15,21.75,0,26.1,0,4.35,0,20,10
